"","beta","HR (95% CI)","z","wald.test","P-value"
"KRTAP5-2|440021","-0.056","0.9455(0.8353-1.0702)","-0.8868","0.79","0.3752"
"TTBK1|84630","-0.0722","0.9304(0.7931-1.0913)","-0.8864","0.79","0.3754"
"PRKCG|5582","0.0504","1.0517(0.9406-1.1759)","0.8851","0.78","0.3761"
"C1orf131|128061","0.1707","1.1861(0.8126-1.7313)","0.8845","0.78","0.3764"
"NEUROD4|58158","-0.1646","0.8482(0.5889-1.2217)","-0.8844","0.78","0.3765"
"DNTTIP1|116092","-0.0857","0.9178(0.759-1.1099)","-0.8842","0.78","0.3766"
"IL12RB2|3595","0.0448","1.0458(0.9469-1.1551)","0.8832","0.78","0.3771"
"PCDHA1|56147","0.0386","1.0394(0.954-1.1324)","0.883","0.78","0.3772"
"SPAG4|6676","-0.0643","0.9377(0.813-1.0816)","-0.8828","0.78","0.3773"
"C8orf47|203111","-0.0357","0.965(0.8915-1.0445)","-0.8827","0.78","0.3774"
"DMC1|11144","0.0552","1.0568(0.9347-1.1948)","0.8822","0.78","0.3777"
"GYG2|8908","-0.0569","0.9447(0.8324-1.0722)","-0.8804","0.78","0.3787"
"C2orf82|389084","0.0635","1.0656(0.925-1.2275)","0.8798","0.77","0.379"
"FSD1|79187","0.0475","1.0486(0.9433-1.1656)","0.8792","0.77","0.3793"
"FA2H|79152","0.0501","1.0514(0.9402-1.1757)","0.8781","0.77","0.3799"
"FKBP11|51303","-0.0841","0.9194(0.7619-1.1094)","-0.8771","0.77","0.3804"
"SBK2|646643","0.1076","1.1136(0.8756-1.4163)","0.8769","0.77","0.3806"
"HIST1H2BK|85236","0.0671","1.0694(0.9203-1.2426)","0.8757","0.77","0.3812"
"TCP11|6954","-0.0402","0.9606(0.878-1.051)","-0.8757","0.77","0.3812"
"MAPK8IP2|23542","-0.0443","0.9567(0.8664-1.0564)","-0.8754","0.77","0.3814"
"RTP1|132112","-0.1074","0.8982(0.7061-1.1425)","-0.875","0.77","0.3816"
"PLCH2|9651","-0.0453","0.9557(0.8635-1.0578)","-0.8748","0.77","0.3817"
"CSMD2|114784","0.0477","1.0488(0.9425-1.1672)","0.8741","0.76","0.382"
"TMPRSS13|84000","-0.0718","0.9307(0.7924-1.0933)","-0.874","0.76","0.3821"
"SRMS|6725","-0.0441","0.9568(0.8666-1.0564)","-0.8734","0.76","0.3824"
"ZNF732|654254","-0.0597","0.9421(0.824-1.0771)","-0.8732","0.76","0.3825"
"NLRP5|126206","0.053","1.0545(0.9361-1.1877)","0.8732","0.76","0.3826"
"TDRD12|91646","0.0523","1.0537(0.9369-1.185)","0.8729","0.76","0.3827"
"ABP1|26","-0.0271","0.9733(0.9158-1.0344)","-0.8726","0.76","0.3829"
"C1orf106|55765","0.0773","1.0803(0.9081-1.2853)","0.872","0.76","0.3832"
"MYO7A|4647","-0.0877","0.916(0.752-1.1159)","-0.8712","0.76","0.3836"
"VTCN1|79679","-0.0315","0.969(0.9027-1.0402)","-0.8706","0.76","0.384"
"TMEM184A|202915","-0.0654","0.9367(0.8084-1.0854)","-0.8696","0.76","0.3845"
"KNG1|3827","0.0406","1.0414(0.9503-1.1413)","0.8689","0.75","0.3849"
"SNCG|6623","0.038","1.0388(0.9533-1.1319)","0.8683","0.75","0.3852"
"CTSE|1510","-0.0246","0.9757(0.923-1.0315)","-0.867","0.75","0.3859"
"LHB|3972","0.0654","1.0676(0.9205-1.2382)","0.865","0.75","0.3871"
"LOC388796|388796","-0.0929","0.9113(0.7382-1.1249)","-0.8648","0.75","0.3872"
"KIAA1383|54627","-0.0629","0.9391(0.8143-1.0829)","-0.8646","0.75","0.3872"
"GPR88|54112","0.0551","1.0566(0.9326-1.1971)","0.8642","0.75","0.3875"
"SOX11|6664","0.0309","1.0314(0.9616-1.1062)","0.864","0.75","0.3876"
"TFAP4|7023","-0.1246","0.8829(0.6653-1.1715)","-0.8632","0.75","0.388"
"DEFA5|1670","-0.1335","0.875(0.6459-1.1854)","-0.8621","0.74","0.3886"
"RECQL4|9401","0.0609","1.0628(0.9252-1.2209)","0.8612","0.74","0.3891"
"NME1|4830","0.0914","1.0957(0.89-1.3489)","0.8612","0.74","0.3891"
"OTX2|5015","-0.0635","0.9385(0.8121-1.0844)","-0.8609","0.74","0.3893"
"LCN2|3934","-0.0322","0.9684(0.8999-1.042)","-0.8599","0.74","0.3899"
"KCNK9|51305","-0.0425","0.9584(0.8697-1.0562)","-0.8573","0.73","0.3913"
"DBNDD1|79007","-0.0789","0.9241(0.7713-1.1072)","-0.8559","0.73","0.392"
"GPR19|2842","0.061","1.0629(0.9243-1.2223)","0.8553","0.73","0.3924"
"CGB1|114335","0.0605","1.0624(0.9248-1.2205)","0.855","0.73","0.3925"
"XAGE3|170626","-0.089","0.9149(0.7462-1.1218)","-0.8552","0.73","0.3925"
"C17orf55|284185","-0.0514","0.9499(0.8443-1.0687)","-0.8545","0.73","0.3928"
"FAM24B|196792","-0.0731","0.9295(0.7861-1.0992)","-0.8545","0.73","0.3929"
"LOC100131551|100131551","0.0427","1.0436(0.9463-1.1509)","0.8542","0.73","0.393"
"BEAN|146227","0.0443","1.0453(0.9442-1.1574)","0.8539","0.73","0.3932"
"F7|2155","-0.0379","0.9628(0.8825-1.0504)","-0.8534","0.73","0.3934"
"C6orf141|135398","0.04","1.0408(0.9493-1.1411)","0.8522","0.73","0.3941"
"CYP19A1|1588","0.0551","1.0566(0.9309-1.1993)","0.8522","0.73","0.3941"
"CTLA4|1493","-0.0547","0.9468(0.8347-1.0739)","-0.8513","0.72","0.3946"
"MAST1|22983","-0.0483","0.9528(0.8525-1.065)","-0.8508","0.72","0.3949"
"HAP1|9001","-0.0466","0.9545(0.8572-1.0627)","-0.8503","0.72","0.3952"
"SLC39A11|201266","0.1084","1.1145(0.868-1.431)","0.8501","0.72","0.3953"
"NOTO|344022","-0.0472","0.9539(0.8555-1.0637)","-0.8492","0.72","0.3958"
"COL10A1|1300","0.0401","1.0409(0.9486-1.1422)","0.8469","0.72","0.3971"
"COL25A1|84570","-0.0242","0.9761(0.9228-1.0324)","-0.8468","0.72","0.3971"
"LOC286002|286002","-0.0389","0.9619(0.879-1.0526)","-0.8456","0.71","0.3978"
"WNT3|7473","-0.0737","0.929(0.783-1.1021)","-0.845","0.71","0.3981"
"H2AFB1|474382","-0.0651","0.937(0.8054-1.09)","-0.8435","0.71","0.3989"
"C20orf134|170487","-0.0523","0.949(0.8403-1.0718)","-0.8431","0.71","0.3992"
"LOC389493|389493","-0.0319","0.9686(0.8995-1.0431)","-0.8429","0.71","0.3993"
"CDH12|1010","-0.0531","0.9483(0.8381-1.073)","-0.8425","0.71","0.3995"
"KIR3DX1|90011","-0.0733","0.9293(0.7836-1.1021)","-0.8425","0.71","0.3995"
"LBP|3929","0.0254","1.0257(0.9668-1.0882)","0.8418","0.71","0.3999"
"ELAVL4|1996","-0.0572","0.9444(0.8265-1.0792)","-0.8406","0.71","0.4006"
"CDHR5|53841","0.0302","1.0306(0.9606-1.1058)","0.8397","0.71","0.4011"
"GABRE|2564","-0.0397","0.9611(0.8759-1.0545)","-0.8389","0.7","0.4015"
"C1orf107|27042","0.1335","1.1428(0.8366-1.561)","0.8387","0.7","0.4016"
"FRG2|448831","-0.1012","0.9038(0.7134-1.1449)","-0.8384","0.7","0.4018"
"GSDMC|56169","0.0416","1.0425(0.9458-1.1491)","0.8379","0.7","0.4021"
"DPPA5|340168","-0.0934","0.9108(0.7318-1.1335)","-0.8371","0.7","0.4025"
"KCNN1|3780","-0.0577","0.9439(0.8246-1.0805)","-0.8369","0.7","0.4027"
"ACOT11|26027","-0.079","0.924(0.7678-1.112)","-0.8363","0.7","0.403"
"KRT20|54474","0.0282","1.0286(0.9629-1.0988)","0.8363","0.7","0.403"
"ALDH1L2|160428","0.0495","1.0508(0.9355-1.1802)","0.8352","0.7","0.4036"
"SPINK5|11005","-0.0273","0.973(0.9125-1.0375)","-0.8346","0.7","0.4039"
"DEPDC4|120863","0.0822","1.0857(0.8949-1.3171)","0.8336","0.69","0.4045"
"GDPD2|54857","0.0702","1.0728(0.9095-1.2653)","0.8337","0.7","0.4045"
"RNASE7|84659","0.0572","1.0588(0.9255-1.2113)","0.8328","0.69","0.405"
"MSI1|4440","-0.0329","0.9677(0.8955-1.0456)","-0.8315","0.69","0.4057"
"VARS|7407","0.1224","1.1302(0.8468-1.5085)","0.8308","0.69","0.4061"
"CXorf48|54967","-0.0631","0.9389(0.8088-1.0897)","-0.8298","0.69","0.4067"
"ASPHD1|253982","-0.0373","0.9634(0.8821-1.0522)","-0.8291","0.69","0.4071"
"FER1L6|654463","0.0308","1.0313(0.9588-1.1092)","0.8287","0.69","0.4073"
"TDO2|6999","0.0508","1.0521(0.933-1.1864)","0.8284","0.69","0.4075"
"LIN28B|389421","0.0294","1.0299(0.9606-1.1042)","0.8282","0.69","0.4076"
"SLC34A3|142680","-0.0524","0.9489(0.8381-1.0744)","-0.8275","0.68","0.408"
"LOC728606|728606","-0.0561","0.9454(0.8278-1.0798)","-0.8274","0.68","0.408"
"IL17RD|54756","0.0612","1.0631(0.9196-1.229)","0.8271","0.68","0.4082"
"HOXC6|3223","0.0358","1.0364(0.9522-1.1281)","0.8268","0.68","0.4083"
"C1orf94|84970","0.0983","1.1033(0.8738-1.393)","0.8264","0.68","0.4086"
"DCST2|127579","-0.0481","0.9531(0.8503-1.0682)","-0.826","0.68","0.4088"
"SLCO5A1|81796","0.0456","1.0467(0.9392-1.1665)","0.8258","0.68","0.4089"
"LOC100133545|100133545","-0.0403","0.9605(0.8729-1.0569)","-0.8254","0.68","0.4091"
"NKX3-2|579","0.0421","1.0429(0.9432-1.1533)","0.8198","0.67","0.4123"
"OVOL1|5017","0.049","1.0502(0.9341-1.1807)","0.8192","0.67","0.4127"
"ZIC3|7547","-0.0572","0.9444(0.8236-1.083)","-0.8186","0.67","0.413"
"CCDC28B|79140","-0.0622","0.9397(0.8096-1.0907)","-0.8182","0.67","0.4132"
"ZIC4|84107","0.044","1.045(0.9404-1.1612)","0.8179","0.67","0.4134"
"TUBA3C|7278","-0.0442","0.9567(0.8605-1.0637)","-0.8176","0.67","0.4136"
"KLK15|55554","-0.1183","0.8884(0.669-1.1798)","-0.8174","0.67","0.4137"
"NKX6-1|4825","0.0571","1.0588(0.9229-1.2146)","0.8152","0.66","0.415"
"C8ORFK29|340393","-0.0575","0.9441(0.8221-1.0842)","-0.8149","0.66","0.4151"
"UBE2QL1|134111","0.0423","1.0432(0.9423-1.155)","0.815","0.66","0.4151"
"PAGE1|8712","-0.0483","0.9529(0.8485-1.0702)","-0.8149","0.66","0.4151"
"PLEKHA6|22874","0.0517","1.053(0.9299-1.1924)","0.8147","0.66","0.4152"
"PPM1H|57460","-0.0576","0.9441(0.8219-1.0844)","-0.8143","0.66","0.4154"
"GPAT2|150763","0.028","1.0284(0.9614-1.1)","0.8145","0.66","0.4154"
"ADH4|127","0.0409","1.0418(0.944-1.1497)","0.8142","0.66","0.4155"
"DDX53|168400","-0.0582","0.9435(0.8201-1.0854)","-0.8139","0.66","0.4157"
"PAFAH1B3|5050","0.0821","1.0855(0.8908-1.3228)","0.8137","0.66","0.4158"
"TRIM55|84675","-0.0378","0.9629(0.879-1.0547)","-0.8136","0.66","0.4158"
"NR2F6|2063","-0.1098","0.896(0.6876-1.1676)","-0.8127","0.66","0.4164"
"PRAP1|118471","-0.0305","0.97(0.9012-1.0441)","-0.8109","0.66","0.4174"
"ZC3H8|84524","0.1176","1.1248(0.8464-1.4948)","0.8105","0.66","0.4176"
"SRXN1|140809","0.0494","1.0506(0.9324-1.1839)","0.8107","0.66","0.4176"
"FAM9B|171483","0.0537","1.0552(0.9265-1.2018)","0.8098","0.66","0.4181"
"NOXO1|124056","-0.0521","0.9493(0.8368-1.0768)","-0.8094","0.66","0.4183"
"CCDC150|284992","0.0437","1.0447(0.9397-1.1613)","0.8091","0.65","0.4185"
"POLB|5423","0.0925","1.097(0.8765-1.3728)","0.8086","0.65","0.4188"
"JAK3|3718","-0.0693","0.9331(0.7888-1.1037)","-0.8082","0.65","0.419"
"SLC2A2|6514","0.0549","1.0564(0.9247-1.207)","0.808","0.65","0.4191"
"DSCR6|53820","-0.0353","0.9653(0.8861-1.0516)","-0.8076","0.65","0.4193"
"MUC6|4588","-0.0229","0.9773(0.9244-1.0333)","-0.8073","0.65","0.4195"
"KCNU1|157855","-0.0448","0.9562(0.8575-1.0663)","-0.8054","0.65","0.4206"
"FCHO1|23149","-0.0535","0.9479(0.832-1.0798)","-0.8053","0.65","0.4207"
"SLC22A18|5002","-0.0643","0.9377(0.8017-1.0967)","-0.8048","0.65","0.4209"
"HTRA3|94031","0.0504","1.0517(0.9302-1.189)","0.8044","0.65","0.4212"
"G6PC|2538","0.0717","1.0743(0.9021-1.2793)","0.804","0.65","0.4214"
"PHLDA2|7262","0.0558","1.0574(0.9228-1.2116)","0.8034","0.65","0.4218"
"EME2|197342","-0.0568","0.9448(0.8226-1.0852)","-0.8034","0.65","0.4218"
"RUSC1|23623","0.126","1.1343(0.8339-1.5429)","0.8027","0.64","0.4222"
"SLC7A10|56301","-0.0263","0.974(0.9133-1.0388)","-0.8017","0.64","0.4227"
"GABRG2|2566","0.0367","1.0374(0.9483-1.1349)","0.8015","0.64","0.4228"
"HOXC8|3224","0.0356","1.0363(0.9498-1.1306)","0.8012","0.64","0.423"
"SVOP|55530","-0.0702","0.9322(0.785-1.1069)","-0.8012","0.64","0.423"
"CMBL|134147","0.0445","1.0455(0.9377-1.1658)","0.8011","0.64","0.4231"
"DUSP23|54935","-0.0653","0.9368(0.7985-1.0991)","-0.8006","0.64","0.4233"
"ZNF107|51427","-0.0976","0.907(0.714-1.1521)","-0.8","0.64","0.4237"
"RBP3|5949","-0.1112","0.8948(0.6813-1.1752)","-0.7991","0.64","0.4242"
"TMEM40|55287","0.0358","1.0364(0.9493-1.1315)","0.7989","0.64","0.4243"
"BHMT2|23743","-0.0252","0.9751(0.9166-1.0373)","-0.7987","0.64","0.4245"
"NME2|4831","0.0983","1.1033(0.8667-1.4045)","0.7984","0.64","0.4246"
"IRF7|3665","0.086","1.0898(0.8823-1.3461)","0.7977","0.64","0.4251"
"SLC12A7|10723","-0.083","0.9203(0.7504-1.1287)","-0.7974","0.64","0.4252"
"FLJ16779|100192386","0.0358","1.0364(0.9491-1.1319)","0.7965","0.63","0.4257"
"SLC30A2|7780","-0.0336","0.967(0.8902-1.0504)","-0.796","0.63","0.426"
"HOXC13|3229","0.0232","1.0234(0.9667-1.0835)","0.7959","0.63","0.4261"
"PGM2L1|283209","0.0725","1.0752(0.8994-1.2854)","0.7957","0.63","0.4262"
"DPF1|8193","0.0433","1.0443(0.9386-1.1619)","0.7956","0.63","0.4263"
"ADAM11|4185","0.0583","1.06(0.9182-1.2238)","0.7951","0.63","0.4266"
"INSL6|11172","0.0634","1.0654(0.9113-1.2457)","0.7948","0.63","0.4267"
"MC5R|4161","-0.0886","0.9152(0.7352-1.1392)","-0.7932","0.63","0.4277"
"LOC728554|728554","0.0796","1.0829(0.8893-1.3186)","0.7927","0.63","0.4279"
"C7orf52|375607","0.0553","1.0568(0.9219-1.2115)","0.7929","0.63","0.4279"
"CGB|1082","0.0359","1.0366(0.9484-1.1328)","0.7921","0.63","0.4283"
"GPR110|266977","-0.0228","0.9774(0.9237-1.0343)","-0.7916","0.63","0.4286"
"DCX|1641","0.0819","1.0853(0.8861-1.3293)","0.7916","0.63","0.4286"
"OR4C6|219432","-0.0708","0.9316(0.7816-1.1104)","-0.7907","0.63","0.4291"
"TFF2|7032","0.0248","1.0251(0.964-1.09)","0.79","0.62","0.4295"
"LOC84989|84989","0.0519","1.0533(0.926-1.1981)","0.79","0.62","0.4295"
"LYPD6|130574","0.0342","1.0348(0.9506-1.1263)","0.79","0.62","0.4295"
"ARHGAP36|158763","0.0726","1.0753(0.898-1.2876)","0.7899","0.62","0.4296"
"MIXL1|83881","-0.0682","0.9341(0.7886-1.1064)","-0.7898","0.62","0.4297"
"CDX1|1044","0.0612","1.0631(0.9131-1.2378)","0.7889","0.62","0.4301"
"CAPN8|388743","-0.0315","0.969(0.8961-1.0479)","-0.7883","0.62","0.4305"
"GRIN2D|2906","0.0373","1.038(0.946-1.1389)","0.7881","0.62","0.4306"
"TAF7L|54457","-0.0457","0.9553(0.8526-1.0704)","-0.7873","0.62","0.4311"
"VSIG1|340547","-0.0229","0.9773(0.9231-1.0348)","-0.7873","0.62","0.4311"
"LOC647946|647946","0.0426","1.0435(0.9385-1.1602)","0.7867","0.62","0.4315"
"ZNF280B|140883","-0.0446","0.9564(0.8557-1.0688)","-0.7866","0.62","0.4315"
"TMEM211|255349","-0.0891","0.9148(0.7327-1.1422)","-0.7863","0.62","0.4317"
"PMCH|5367","0.0624","1.0644(0.911-1.2436)","0.786","0.62","0.4318"
"COL2A1|1280","-0.026","0.9743(0.9132-1.0396)","-0.786","0.62","0.4319"
"SYTL5|94122","0.0341","1.0347(0.9502-1.1267)","0.7852","0.62","0.4323"
"CAPN6|827","0.0286","1.029(0.958-1.1053)","0.7838","0.61","0.4332"
"SDS|10993","0.0413","1.0422(0.9398-1.1557)","0.7836","0.61","0.4333"
"E2F2|1870","0.0589","1.0607(0.9152-1.2293)","0.7824","0.61","0.434"
"HOXD4|3233","0.0356","1.0363(0.9476-1.1332)","0.7809","0.61","0.4349"
"ZDHHC22|283576","-0.0621","0.9398(0.8042-1.0983)","-0.7809","0.61","0.4349"
"CGB2|114336","0.069","1.0714(0.9008-1.2743)","0.7797","0.61","0.4356"
"OSTalpha|200931","-0.04","0.9608(0.8688-1.0625)","-0.7793","0.61","0.4358"
"C1QL4|338761","0.05","1.0513(0.927-1.1923)","0.7792","0.61","0.4359"
"LOC100144603|100144603","-0.0633","0.9386(0.8004-1.1008)","-0.7789","0.61","0.436"
"ADAMTS14|140766","0.0502","1.0515(0.9266-1.1933)","0.7788","0.61","0.4361"
"ATAD3A|55210","0.1052","1.1109(0.8523-1.448)","0.7782","0.61","0.4365"
"DNMT3B|1789","0.0442","1.0451(0.9351-1.1682)","0.7776","0.6","0.4368"
"VPS37D|155382","-0.0605","0.9413(0.8083-1.0963)","-0.7775","0.6","0.4369"
"HIST2H2BF|440689","0.058","1.0597(0.9153-1.227)","0.7761","0.6","0.4377"
"TRIM47|91107","-0.0783","0.9247(0.7587-1.1271)","-0.7752","0.6","0.4382"
"IL19|29949","-0.0666","0.9356(0.7905-1.1073)","-0.7744","0.6","0.4387"
"FUT8|2530","0.0784","1.0816(0.8868-1.3191)","0.7743","0.6","0.4388"
"LOC645323|645323","-0.0488","0.9523(0.8416-1.0776)","-0.7743","0.6","0.4388"
"PRH2|5555","-0.0584","0.9433(0.8134-1.0938)","-0.7731","0.6","0.4395"
"LHX3|8022","-0.0757","0.9271(0.7652-1.1233)","-0.7724","0.6","0.4398"
"KCNE4|23704","-0.0399","0.9609(0.8683-1.0633)","-0.7722","0.6","0.44"
"TMTC4|84899","0.0914","1.0957(0.8687-1.3819)","0.7716","0.6","0.4404"
"CBLN1|869","-0.0421","0.9588(0.8617-1.0669)","-0.7716","0.6","0.4404"
"TNFRSF11A|8792","0.0595","1.0613(0.9124-1.2345)","0.7714","0.6","0.4405"
"C9orf169|375791","0.0455","1.0466(0.9321-1.1751)","0.7708","0.59","0.4409"
"GBX2|2637","0.0458","1.0468(0.9318-1.1761)","0.7707","0.59","0.4409"
"STRA8|346673","-0.0554","0.9461(0.8216-1.0894)","-0.7702","0.59","0.4412"
"KRT75|9119","0.0305","1.0309(0.954-1.1141)","0.77","0.59","0.4413"
"GALE|2582","-0.0834","0.92(0.7441-1.1375)","-0.7698","0.59","0.4414"
"RLTPR|146206","-0.0417","0.9591(0.8624-1.0668)","-0.7689","0.59","0.442"
"C8orf45|157777","0.0643","1.0664(0.905-1.2566)","0.7677","0.59","0.4427"
"MNX1|3110","0.0343","1.0349(0.948-1.1298)","0.767","0.59","0.4431"
"BMP8A|353500","0.0502","1.0515(0.9248-1.1955)","0.7663","0.59","0.4435"
"ACTN3|89","-0.0938","0.9105(0.7162-1.1575)","-0.7658","0.59","0.4438"
"MYBPH|4608","-0.0262","0.9742(0.911-1.0417)","-0.7653","0.59","0.4441"
"GRHL1|29841","-0.0483","0.9529(0.8419-1.0785)","-0.7643","0.58","0.4447"
"SLC2A5|6518","0.0416","1.0425(0.9369-1.1599)","0.7633","0.58","0.4453"
"INSL3|3640","0.0623","1.0643(0.9067-1.2494)","0.7622","0.58","0.446"
"FLVCR1|28982","0.0898","1.0939(0.8683-1.3781)","0.7618","0.58","0.4462"
"APC2|10297","0.0532","1.0546(0.9196-1.2094)","0.7609","0.58","0.4467"
"HRASLS|57110","-0.0371","0.9636(0.8759-1.0602)","-0.7605","0.58","0.447"
"DLX5|1749","0.0362","1.0369(0.9444-1.1384)","0.7597","0.58","0.4474"
"KCNAB3|9196","-0.0493","0.9519(0.8383-1.0809)","-0.7598","0.58","0.4474"
"GAL3ST1|9514","-0.0425","0.9584(0.8587-1.0696)","-0.7593","0.58","0.4476"
"NR2E1|7101","-0.0384","0.9623(0.8715-1.0627)","-0.7587","0.58","0.448"
"INHBC|3626","-0.0741","0.9286(0.7669-1.1244)","-0.7587","0.58","0.448"
"RNF186|54546","-0.0313","0.9691(0.8937-1.051)","-0.758","0.57","0.4485"
"ASGR2|433","0.0465","1.0476(0.9288-1.1817)","0.7573","0.57","0.4489"
"TUBG1|7283","0.1025","1.1079(0.8497-1.4447)","0.7571","0.57","0.449"
"C1orf49|84066","0.0788","1.082(0.8823-1.3269)","0.7567","0.57","0.4492"
"ZP3|7784","0.0633","1.0654(0.9041-1.2555)","0.7561","0.57","0.4496"
"HMP19|51617","-0.0491","0.9521(0.8382-1.0814)","-0.7555","0.57","0.4499"
"DNAJB3|414061","-0.0703","0.9321(0.7767-1.1186)","-0.7557","0.57","0.4499"
"XDH|7498","0.0361","1.0368(0.944-1.1388)","0.7552","0.57","0.4501"
"ILF2|3608","0.1229","1.1308(0.8219-1.5558)","0.7553","0.57","0.4501"
"LOC148709|148709","-0.0475","0.9536(0.8429-1.0788)","-0.7551","0.57","0.4502"
"A4GNT|51146","-0.0736","0.9291(0.7674-1.1247)","-0.7546","0.57","0.4505"
"PROC|5624","-0.0334","0.9671(0.8867-1.0549)","-0.7544","0.57","0.4506"
"B3GAT1|27087","-0.0307","0.9697(0.8953-1.0504)","-0.7543","0.57","0.4506"
"YDJC|150223","0.0843","1.0879(0.8738-1.3545)","0.7537","0.57","0.4511"
"SALL3|27164","-0.0418","0.9591(0.8603-1.0692)","-0.7532","0.57","0.4513"
"LOC149134|149134","-0.0455","0.9555(0.8489-1.0756)","-0.7533","0.57","0.4513"
"HIST1H3H|8357","0.0457","1.0467(0.9294-1.1789)","0.7529","0.57","0.4515"
"PROM1|8842","-0.0219","0.9784(0.9243-1.0357)","-0.7529","0.57","0.4515"
"DKFZp686A1627|266695","0.0429","1.0438(0.9334-1.1673)","0.7521","0.57","0.452"
"APOBEC3B|9582","-0.0384","0.9623(0.8705-1.0637)","-0.752","0.57","0.4521"
"ALB|213","0.025","1.0253(0.9605-1.0945)","0.7514","0.56","0.4524"
"EFCAB4B|84766","-0.0398","0.961(0.8663-1.0661)","-0.751","0.56","0.4526"
"BCL9|607","0.0894","1.0935(0.8659-1.3809)","0.7508","0.56","0.4527"
"SSX2|6757","-0.0526","0.9487(0.8268-1.0887)","-0.7498","0.56","0.4534"
"PGAM2|5224","-0.0476","0.9535(0.8417-1.0802)","-0.7474","0.56","0.4548"
"RET|5979","-0.0297","0.9707(0.8979-1.0495)","-0.7457","0.56","0.4558"
"CDK5R2|8941","0.0303","1.0308(0.9518-1.1163)","0.7455","0.56","0.456"
"FMO1|2326","0.0405","1.0413(0.9362-1.1582)","0.7451","0.56","0.4562"
"CILP|8483","0.029","1.0294(0.9538-1.1109)","0.7446","0.55","0.4565"
"HBE1|3046","-0.0505","0.9508(0.8325-1.0859)","-0.7443","0.55","0.4567"
"TSPY3|728137","-0.0622","0.9397(0.7977-1.107)","-0.7436","0.55","0.4571"
"FAM60A|58516","0.0855","1.0893(0.8694-1.3647)","0.7435","0.55","0.4572"
"KCNG2|26251","-0.0471","0.954(0.8426-1.0801)","-0.7433","0.55","0.4573"
"FTHL17|53940","-0.0662","0.936(0.7861-1.1145)","-0.743","0.55","0.4575"
"MAGEC3|139081","-0.0473","0.9538(0.8419-1.0806)","-0.7422","0.55","0.458"
"DVWA|344875","0.0495","1.0508(0.9219-1.1977)","0.742","0.55","0.4581"
"SPTBN2|6712","0.0707","1.0732(0.8903-1.2937)","0.7412","0.55","0.4586"
"SAC3D1|29901","0.0972","1.1021(0.8519-1.4258)","0.7399","0.55","0.4594"
"ANKRD7|56311","-0.0534","0.948(0.823-1.0921)","-0.7395","0.55","0.4596"
"IGF2|3481","0.0302","1.0307(0.9514-1.1166)","0.7393","0.55","0.4597"
"HOMER3|9454","0.0745","1.0774(0.8841-1.3128)","0.7388","0.55","0.46"
"RNF212|285498","0.031","1.0315(0.95-1.1201)","0.7385","0.55","0.4602"
"WFDC5|149708","-0.039","0.9618(0.8671-1.0668)","-0.737","0.54","0.4611"
"POLE|5426","0.0779","1.081(0.8786-1.3299)","0.7364","0.54","0.4615"
"LOC153328|153328","0.0531","1.0545(0.9156-1.2144)","0.7363","0.54","0.4615"
"CFHR3|10878","0.0413","1.0422(0.9335-1.1635)","0.7356","0.54","0.462"
"MAGEA4|4103","0.0192","1.0193(0.9686-1.0728)","0.7351","0.54","0.4623"
"NTNG2|84628","-0.0433","0.9576(0.8533-1.0748)","-0.735","0.54","0.4623"
"ZNF93|81931","-0.0601","0.9417(0.8021-1.1056)","-0.7337","0.54","0.4632"
"RAX|30062","-0.0516","0.9497(0.8273-1.0901)","-0.7336","0.54","0.4632"
"ASPHD2|57168","-0.0539","0.9475(0.8203-1.0945)","-0.7329","0.54","0.4636"
"FBXO32|114907","0.0531","1.0545(0.9149-1.2155)","0.7327","0.54","0.4637"
"XPR1|9213","0.0716","1.0743(0.887-1.3011)","0.7328","0.54","0.4637"
"GAB4|128954","-0.0693","0.933(0.7749-1.1234)","-0.7317","0.54","0.4644"
"HNF1A|6927","0.0337","1.0343(0.9448-1.1324)","0.7302","0.53","0.4653"
"CSAG2|728461","-0.0261","0.9742(0.9081-1.0451)","-0.7294","0.53","0.4657"
"RAD51AP2|729475","0.0674","1.0697(0.8924-1.2824)","0.7288","0.53","0.4661"
"MEX3A|92312","-0.0423","0.9585(0.8553-1.0743)","-0.7281","0.53","0.4666"
"C18orf56|494514","0.0525","1.0539(0.915-1.2138)","0.7275","0.53","0.4669"
"NEURL|9148","-0.0297","0.9707(0.8961-1.0516)","-0.7276","0.53","0.4669"
"SLC35A2|7355","0.1","1.1052(0.8437-1.4478)","0.726","0.53","0.4679"
"ANK1|286","0.0395","1.0403(0.935-1.1576)","0.7258","0.53","0.468"
"DLK2|65989","0.0386","1.0394(0.9364-1.1537)","0.725","0.53","0.4685"
"CYMP|643160","-0.083","0.9204(0.7354-1.1519)","-0.7246","0.53","0.4687"
"TBX10|347853","-0.0473","0.9538(0.8391-1.0842)","-0.7232","0.52","0.4695"
"EFNA3|1944","0.0609","1.0628(0.9009-1.2538)","0.7227","0.52","0.4699"
"PHOX2A|401","-0.0605","0.9413(0.799-1.109)","-0.7227","0.52","0.4699"
"TSPAN8|7103","0.0251","1.0254(0.9578-1.0978)","0.7214","0.52","0.4707"
"OGDHL|55753","-0.0271","0.9733(0.9041-1.0477)","-0.7207","0.52","0.4711"
"NCRNA00152|112597","0.0634","1.0654(0.8967-1.266)","0.7203","0.52","0.4713"
